GeneID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.41-mRNA-1,4.543053150177,0.655912160873413,0.369167427825717,0.0353808135127908,3.8348995923996,5.29007616837819,0.58375399735784,0.723461925088398
genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.62-mRNA-1,0.284435331821442,-0.596406519412994,0.12961726182484,0.221377305149137,0.0769971415400505,0.575972127417723,-1.11352542729043,-0.239598543168499
genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.42-mRNA-1,0.550372004508972,-0.286813586950302,0.183853695862539,0.162395810232677,0.216388516128063,0.921193710962931,-0.664765791297298,-0.0356490356548904
genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.43-mRNA-1,0.329762041568756,-0.515309393405914,0.11955309820898,0.182042149802731,0.110700545832515,0.579463069140911,-0.955850244998656,-0.236974244780635
snap_masked-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.3-mRNA-1,0.259097665548325,-0.618800699710846,0.0938241238419866,0.176238186656778,0.0931306721642613,0.456996514896552,-1.03090729079279,-0.340087111907139
genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.63-mRNA-1,0.196818470954895,-0.766245484352112,0.100453789948366,0.239101623624891,0.0520502913432817,0.4337823835512,-1.2835768361017,-0.362728107807412
snap_masked-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.4-mRNA-1,0.13513121008873,-0.9198859333992,0.0628374904470074,0.218280876735513,0.0407748450835546,0.278216017285983,-1.38960773268544,-0.555617887935373
genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.64-mRNA-1,0.481381833553314,-0.369157254695892,0.219216734373216,0.225027449906986,0.129818654432893,0.958391444881757,-0.886663375617091,-0.0184570724141476
augustus_masked-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.82-mRNA-1,0.441928148269653,-0.385192066431046,0.155846258916599,0.171378953328503,0.165394797424475,0.770611588656902,-0.781478278227899,-0.113164465308025
genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.47-mRNA-1,0.259455949068069,-0.64001202583313,0.121285049015789,0.230078034651889,0.0685218576962749,0.524716586371263,-1.16417089006189,-0.280075207711414
